run_accession	fastq_ftp	fastq_bytes	read_count
ERR2000684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000684/ERR2000684.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000684/ERR2000684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000684/ERR2000684_2.fastq.gz	5424224014;898801975;923527100	151892439
ERR2000685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000685/ERR2000685.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000685/ERR2000685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000685/ERR2000685_2.fastq.gz	5432673299;899946721;920787044	151715230
ERR2000689	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000689/ERR2000689.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000689/ERR2000689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000689/ERR2000689_2.fastq.gz	5489050345;911119580;938559193	153583255
ERR2000690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000690/ERR2000690.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000690/ERR2000690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000690/ERR2000690_2.fastq.gz	5427548099;887912754;918222805	151954062
ERR2000696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000696/ERR2000696.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000696/ERR2000696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000696/ERR2000696_2.fastq.gz	5686547736;1028773725;1076725253	185202313
ERR2000711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000711/ERR2000711.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000711/ERR2000711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000711/ERR2000711_2.fastq.gz	5758301787;953044732;1003286604	187024855
ERR2000712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000712/ERR2000712.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000712/ERR2000712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000712/ERR2000712_2.fastq.gz	5744169982;949478765;1000298463	188331170
ERR2000715	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000715/ERR2000715.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000715/ERR2000715_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000715/ERR2000715_2.fastq.gz	9153472211;1174247836;1203531738	219204857
ERR2000724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000724/ERR2000724.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000724/ERR2000724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000724/ERR2000724_2.fastq.gz	5819182960;1076899691;1133155891	180140626
ERR2000727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000727/ERR2000727.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000727/ERR2000727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000727/ERR2000727_2.fastq.gz	5738217776;1050011332;1105687929	177978131
ERR2000728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000728/ERR2000728.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000728/ERR2000728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000728/ERR2000728_2.fastq.gz	5713607050;1046994604;1105210094	177251716
ERR2000729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000729/ERR2000729.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000729/ERR2000729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000729/ERR2000729_2.fastq.gz	5876760400;1060641555;1116814053	182099713
ERR2000730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000730/ERR2000730.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000730/ERR2000730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000730/ERR2000730_2.fastq.gz	5798027658;1069017965;1125871600	179052055
ERR2000733	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000733/ERR2000733.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000733/ERR2000733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000733/ERR2000733_2.fastq.gz	3086257816;626672719;630221934	81980004
ERR2000742	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000742/ERR2000742.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000742/ERR2000742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000742/ERR2000742_2.fastq.gz	5855574302;1029886897;1067802649	191172281
ERR2000745	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000745/ERR2000745.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000745/ERR2000745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000745/ERR2000745_2.fastq.gz	5601204016;1013565013;1058398610	184558452
ERR2000755	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000755/ERR2000755.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000755/ERR2000755_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000755/ERR2000755_2.fastq.gz	6060639672;1068408042;1119986830	203222378
ERR2000758	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000758/ERR2000758.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000758/ERR2000758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000758/ERR2000758_2.fastq.gz	6060186529;1054827107;1104411475	201061952
ERR2000762	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000762/ERR2000762.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000762/ERR2000762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000762/ERR2000762_2.fastq.gz	6165309274;1062330959;1121611592	200916330
ERR2000765	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000765/ERR2000765.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000765/ERR2000765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000765/ERR2000765_2.fastq.gz	5734549298;1097150440;1127082432	180417422
ERR2000769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000769/ERR2000769.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000769/ERR2000769_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000769/ERR2000769_2.fastq.gz	5890533682;1066173821;1107326355	185026881
ERR2000771	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000771/ERR2000771.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000771/ERR2000771_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000771/ERR2000771_2.fastq.gz	7554972057;1408756604;1475192130	235112169
ERR2000773	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000773/ERR2000773.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000773/ERR2000773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000773/ERR2000773_2.fastq.gz	7702958802;1890016154;1714046247	234615226
ERR2000775	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000775/ERR2000775.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000775/ERR2000775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000775/ERR2000775_2.fastq.gz	7693251665;1406621530;1466979842	236458060
ERR2000776	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000776/ERR2000776.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000776/ERR2000776_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000776/ERR2000776_2.fastq.gz	7685535621;1384943953;1449178762	235695270
ERR2000779	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000779/ERR2000779.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000779/ERR2000779_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000779/ERR2000779_2.fastq.gz	6904514429;1337637947;1346017397	222931337
ERR2000782	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000782/ERR2000782.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000782/ERR2000782_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000782/ERR2000782_2.fastq.gz	6805959610;1311450547;1321683319	221515493
ERR2000785	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000785/ERR2000785.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000785/ERR2000785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000785/ERR2000785_2.fastq.gz	5413808068;871848734;890294161	143710840
ERR2000786	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000786/ERR2000786.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000786/ERR2000786_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000786/ERR2000786_2.fastq.gz	5338752292;874105317;893070037	144273779
ERR2000787	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000787/ERR2000787.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000787/ERR2000787_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000787/ERR2000787_2.fastq.gz	4694492458;767161633;798605758	129095950
ERR2000790	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000790/ERR2000790.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000790/ERR2000790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000790/ERR2000790_2.fastq.gz	4614905747;738688888;741875085	127410018
ERR2000791	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000791/ERR2000791.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000791/ERR2000791_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000791/ERR2000791_2.fastq.gz	5752292987;945638226;993934769	150963593
ERR2000793	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000793/ERR2000793.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000793/ERR2000793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000793/ERR2000793_2.fastq.gz	4380088488;784061463;799463342	145551679
ERR2000794	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000794/ERR2000794.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000794/ERR2000794_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000794/ERR2000794_2.fastq.gz	4311661633;754926397;773835922	143103634
ERR2000804	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000804/ERR2000804.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000804/ERR2000804_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000804/ERR2000804_2.fastq.gz	2004411114;387995546;375472696	64755942
ERR2000806	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000806/ERR2000806.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000806/ERR2000806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000806/ERR2000806_2.fastq.gz	2364517286;450027413;442256193	64436693
ERR2000808	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000808/ERR2000808.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000808/ERR2000808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/008/ERR2000808/ERR2000808_2.fastq.gz	2009846193;395263983;386183525	64413727
ERR2000810	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000810/ERR2000810.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000810/ERR2000810_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000810/ERR2000810_2.fastq.gz	2304960676;417525506;414394470	62507824
ERR2000813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000813/ERR2000813.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000813/ERR2000813_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000813/ERR2000813_2.fastq.gz	1572762982;309863733;304332794	52942991
ERR2000819	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000819/ERR2000819.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000819/ERR2000819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000819/ERR2000819_2.fastq.gz	1696537986;324139571;322788863	55448685
ERR2000821	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000821/ERR2000821.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000821/ERR2000821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000821/ERR2000821_2.fastq.gz	1618706716;322125647;315782383	54840718
ERR2000822	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000822/ERR2000822.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000822/ERR2000822_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000822/ERR2000822_2.fastq.gz	2404757639;437785007;435442798	65433652
ERR2000824	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000824/ERR2000824.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000824/ERR2000824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000824/ERR2000824_2.fastq.gz	2048031798;384127279;380024963	65580246
ERR2000826	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000826/ERR2000826.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000826/ERR2000826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000826/ERR2000826_2.fastq.gz	2516225024;443954181;437052931	64462590
ERR2000827	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000827/ERR2000827.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000827/ERR2000827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000827/ERR2000827_2.fastq.gz	1794439997;328938621;321327923	54897091
ERR2000829	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000829/ERR2000829.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000829/ERR2000829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000829/ERR2000829_2.fastq.gz	1602524037;321883338;314575553	54429193
ERR2000830	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000830/ERR2000830.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000830/ERR2000830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000830/ERR2000830_2.fastq.gz	2377856326;436086913;432590579	64885970
ERR2000832	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000832/ERR2000832.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000832/ERR2000832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000832/ERR2000832_2.fastq.gz	2027988392;383564995;378534685	65101058
ERR2000834	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000834/ERR2000834.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000834/ERR2000834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000834/ERR2000834_2.fastq.gz	6724734931;1373452953;1413975949	228529632
ERR2000835	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000835/ERR2000835.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000835/ERR2000835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/005/ERR2000835/ERR2000835_2.fastq.gz	6795959724;1386790696;1432059743	230615563
ERR2000836	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000836/ERR2000836.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000836/ERR2000836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/006/ERR2000836/ERR2000836_2.fastq.gz	6015569724;1142105497;1173132269	207257555
ERR2000837	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000837/ERR2000837.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000837/ERR2000837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000837/ERR2000837_2.fastq.gz	6008250301;1109846795;1146443637	206699497
ERR2000839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000839/ERR2000839.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000839/ERR2000839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000839/ERR2000839_2.fastq.gz	5303561062;1158878051;1170404258	181903055
ERR2000840	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000840/ERR2000840.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000840/ERR2000840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000840/ERR2000840_2.fastq.gz	1464458937;284082580;268732006	48555864
ERR2000844	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000844/ERR2000844.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000844/ERR2000844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000844/ERR2000844_2.fastq.gz	1448047476;301210365;280003730	49041227
ERR2000847	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000847/ERR2000847.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000847/ERR2000847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000847/ERR2000847_2.fastq.gz	1298480665;292776888;270082781	43435005
ERR2000849	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000849/ERR2000849.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000849/ERR2000849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000849/ERR2000849_2.fastq.gz	1077966483;188814157;198088622	35109648
ERR2000853	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000853/ERR2000853.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000853/ERR2000853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/003/ERR2000853/ERR2000853_2.fastq.gz	1645651239;263604788;277244767	40979103
ERR2000857	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000857/ERR2000857.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000857/ERR2000857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000857/ERR2000857_2.fastq.gz	1599978426;266735215;279750365	39903672
ERR2000860	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000860/ERR2000860.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000860/ERR2000860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/000/ERR2000860/ERR2000860_2.fastq.gz	1413594761;600702723;646315277	55361576
ERR2000861	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000861/ERR2000861.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000861/ERR2000861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000861/ERR2000861_2.fastq.gz	1306244989;587194758;631751454	51504495
ERR2000862	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000862/ERR2000862.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000862/ERR2000862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/002/ERR2000862/ERR2000862_2.fastq.gz	1499425194;611334275;655775511	56978163
ERR2000867	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000867/ERR2000867.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000867/ERR2000867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/007/ERR2000867/ERR2000867_2.fastq.gz	1282285752;585982618;627539242	51115597
ERR2000869	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000869/ERR2000869.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000869/ERR2000869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000869/ERR2000869_2.fastq.gz	1345171424;260645430;250528870	41895764
ERR2000871	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000871/ERR2000871.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000871/ERR2000871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/001/ERR2000871/ERR2000871_2.fastq.gz	1362842346;276150595;266157505	42188576
ERR2000874	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000874/ERR2000874.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000874/ERR2000874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/004/ERR2000874/ERR2000874_2.fastq.gz	1604421912;298501381;291921959	48845932
ERR2000879	ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000879/ERR2000879.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000879/ERR2000879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR200/009/ERR2000879/ERR2000879_2.fastq.gz	1115785541;206051708;210351472	36054198
